ObDate,Clarion_x,Clarion_y,Confluence,Dubois,Erie,Indiana,Laurel_Mountain,New_Castle,Pittsburgh,Tionesta,Uniontown,Warren,Waynesburg
1973-02-15,1.0,1.0,,3.0,1.0,,,,,3.0,,4.0,
1973-02-16,2.0,2.0,4.0,4.0,4.0,2.0,,3.0,2.0,3.0,,6.0,1.0
1973-02-17,2.0,2.0,3.0,4.0,4.0,2.0,,2.0,2.0,3.0,,5.0,1.0
1973-02-18,2.0,2.0,3.0,4.0,4.0,2.0,,1.0,1.0,3.0,,4.0,
1973-02-19,1.0,1.0,3.0,3.0,4.0,1.0,,,,3.0,,4.0,
1973-02-20,1.0,1.0,2.0,3.0,2.0,,,,,3.0,,3.0,
1973-02-21,1.0,1.0,2.0,3.0,1.0,,,,,2.0,,3.0,
1973-02-22,4.0,4.0,3.0,6.0,5.0,3.0,,1.0,,5.0,,7.0,1.0
1973-02-23,4.0,4.0,4.0,5.0,5.0,4.0,,1.0,1.0,6.0,,6.0,1.0
1973-02-24,4.0,4.0,3.0,5.0,4.0,4.0,12.0,1.0,1.0,5.0,,5.0,
1973-02-25,3.0,3.0,2.0,4.0,3.0,3.0,12.0,,,4.0,,4.0,
1973-02-26,3.0,3.0,,2.0,3.0,,11.0,,,4.0,,4.0,
1973-02-27,,,2.0,2.0,3.0,,10.0,,,4.0,,4.0,
1973-02-28,,,2.0,2.0,3.0,,10.0,,,3.0,,3.0,
1973-03-01,,,,1.0,2.0,,7.0,,,3.0,,,
1973-03-02,,,,,,,6.0,,,,,,
1973-03-17,,,,,,,1.0,,,,,,
1973-03-18,2.0,2.0,2.0,3.0,4.0,2.0,4.0,7.0,4.0,12.0,,5.0,2.0
1973-03-19,2.0,2.0,2.0,3.0,6.0,2.0,5.0,7.0,3.0,8.0,,9.0,1.0
1973-03-20,2.0,2.0,2.0,3.0,2.0,,4.0,2.0,1.0,6.0,,6.0,
1973-03-21,,,,,,,4.0,,,3.0,,2.0,
1973-03-22,,,,,,,4.0,,,,,,
1973-03-23,,,,,,,1.0,,,,,,
1973-04-10,,,,1.0,,,,,,,,,
1973-04-11,,,2.0,,,1.0,,1.0,1.0,1.0,,1.0,1.0
1973-04-12,,,,,,,,,,1.0,,,
1973-11-05,,,1.0,,,,,,,,,,
1973-11-06,2.0,2.0,,1.0,,,,,,,,,
1973-11-09,,,,,,,4.0,,,,,,
1973-11-10,,,1.0,,,2.0,7.0,1.0,,1.0,,4.0,
1973-11-11,,,,,,,3.0,,,1.0,,2.0,
1973-11-17,,,,1.0,,,,,,2.0,,,
1973-11-29,,,,,,,2.0,,,,,,
1973-12-09,,,3.0,1.0,,1.0,9.0,,1.0,1.0,,,1.0
1973-12-10,,,4.0,3.0,,2.0,9.0,,,,,1.0,1.0
1973-12-11,,,4.0,4.0,1.0,2.0,,,,,,1.0,1.0
1973-12-12,,,3.0,4.0,2.0,2.0,,,,1.0,,3.0,1.0
1973-12-13,,,3.0,4.0,1.0,1.0,,,,1.0,,2.0,
1973-12-14,,,2.0,3.0,1.0,,,,,,,1.0,
1973-12-15,,,2.0,3.0,,,,,,,,,
1973-12-16,,,3.0,3.0,1.0,,,,,,,,
1973-12-17,,,5.0,3.0,3.0,1.0,16.0,,,,,,
1973-12-18,,,7.0,4.0,2.0,4.0,16.0,,,,,,
1973-12-19,,,6.0,3.0,2.0,4.0,15.0,,,,,,
1973-12-20,,,5.0,3.0,1.0,2.0,10.0,,,,,,
1973-12-21,,,4.0,1.0,1.0,1.0,10.0,,,,,,3.0
1973-12-22,1.0,1.0,6.0,2.0,1.0,1.0,10.0,1.0,1.0,3.0,,2.0,4.0
1973-12-23,1.0,1.0,4.0,2.0,1.0,1.0,10.0,,1.0,1.0,,1.0,3.0
1973-12-24,,,3.0,2.0,,,10.0,,,1.0,,1.0,1.0
1973-12-25,,,3.0,2.0,,,,,,,,,
1973-12-31,1.0,1.0,,2.0,3.0,,,,1.0,4.0,,4.0,
1974-01-01,1.0,1.0,,2.0,2.0,,,2.0,,2.0,,4.0,
1974-01-02,1.0,1.0,,2.0,6.0,,,2.0,,2.0,,3.0,
1974-01-03,1.0,1.0,,2.0,6.0,,2.0,2.0,,2.0,,3.0,
1974-01-04,1.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,,3.0,,3.0,
1974-01-05,1.0,1.0,1.0,4.0,3.0,2.0,2.0,2.0,,2.0,,3.0,
1974-01-06,1.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,,2.0,,2.0,
1974-01-07,1.0,1.0,1.0,4.0,3.0,2.0,3.0,1.0,,2.0,,2.0,
1974-01-08,1.0,1.0,1.0,4.0,2.0,2.0,3.0,1.0,,2.0,,2.0,
1974-01-09,4.0,4.0,4.0,6.0,7.0,5.0,4.0,3.0,3.0,6.0,,5.0,1.0
1974-01-10,7.0,7.0,2.0,10.0,7.0,2.0,1.0,5.0,1.0,10.0,,7.0,
1974-01-11,5.0,5.0,,6.0,6.0,1.0,1.0,3.0,1.0,7.0,,8.0,
1974-01-12,5.0,5.0,1.0,6.0,9.0,2.0,3.0,2.0,1.0,8.0,,8.0,
1974-01-13,5.0,5.0,2.0,7.0,13.0,2.0,3.0,2.0,1.0,9.0,,9.0,
1974-01-14,5.0,5.0,1.0,7.0,12.0,2.0,2.0,2.0,1.0,9.0,,8.0,
1974-01-15,5.0,5.0,,5.0,6.0,,,1.0,1.0,7.0,,6.0,
1974-01-16,4.0,4.0,,3.0,2.0,,,,,5.0,,5.0,
1974-01-17,2.0,2.0,,1.0,,,,,,3.0,,3.0,
1974-01-18,1.0,1.0,,1.0,,,,,,2.0,,2.0,
1974-01-19,,,,,,,,,,,,2.0,
1974-01-20,,,,,,,,,,,,1.0,
1974-02-02,,,,,5.0,,,,,,,3.0,
1974-02-03,,,,,4.0,,,,,1.0,,4.0,
1974-02-04,,,,,4.0,,,,,,,3.0,
1974-02-05,,,1.0,,3.0,,,,,,,3.0,1.0
1974-02-06,,,,,2.0,,,,,1.0,,3.0,
1974-02-07,2.0,2.0,,3.0,7.0,,,2.0,,3.0,,5.0,
1974-02-08,2.0,2.0,,3.0,7.0,,,1.0,,2.0,,5.0,
1974-02-09,2.0,2.0,2.0,3.0,6.0,,,1.0,,2.0,,4.0,
1974-02-10,2.0,2.0,2.0,3.0,5.0,,4.0,1.0,,2.0,,4.0,
1974-02-11,4.0,4.0,2.0,4.0,6.0,2.0,6.0,3.0,1.0,6.0,,6.0,2.0
1974-02-12,5.0,5.0,2.0,4.0,6.0,1.0,3.0,1.0,1.0,7.0,,6.0,1.0
1974-02-13,4.0,4.0,,3.0,2.0,,,,,4.0,,4.0,
1974-02-14,1.0,1.0,,,,,,,,,,2.0,
1974-02-15,1.0,1.0,1.0,1.0,,1.0,,,,,,2.0,
1974-02-16,1.0,1.0,,,,,,,,,,2.0,
1974-02-17,1.0,1.0,,,,,,,,,,2.0,
1974-02-18,1.0,1.0,,,,,,,,1.0,,3.0,
1974-02-19,1.0,1.0,,,,,,,,,,1.0,
1974-02-23,1.0,1.0,1.0,,,1.0,,,,1.0,,1.0,
1974-02-24,,,,,,,4.0,,,,,1.0,
1974-02-25,1.0,1.0,3.0,1.0,4.0,1.0,6.0,2.0,1.0,2.0,,2.0,
1974-02-26,1.0,1.0,3.0,2.0,4.0,1.0,6.0,2.0,1.0,3.0,,2.0,
1974-02-27,,,1.0,1.0,3.0,1.0,3.0,1.0,,,,1.0,
1974-03-01,,,,,,,,,,,,1.0,
1974-03-02,,,,,,,,,,,,1.0,
1974-03-17,1.0,1.0,1.0,,,,,,,1.0,,,
1974-03-19,,,,,,,,,,1.0,,1.0,
1974-03-21,,,,,1.0,,,,,1.0,,1.0,
1974-03-22,,,,,2.0,,,1.0,,2.0,,3.0,
1974-03-23,,,,,3.0,,,,,,,2.0,
1974-03-24,,,,,7.0,,,4.0,1.0,2.0,,4.0,
1974-03-25,,,,,6.0,,,,,2.0,,2.0,
1974-03-26,,,,,4.0,,,,,,,,
1974-03-27,,,,,1.0,,,,,,,,
1974-03-31,,,,,,,1.0,,,,,,
1974-04-06,,,1.0,1.0,1.0,,1.0,,,1.0,,1.0,
1974-04-09,3.0,3.0,,3.0,3.0,2.0,3.0,3.0,1.0,5.0,,3.0,
1974-04-10,3.0,3.0,,4.0,1.0,1.0,,,,5.0,,3.0,
1974-04-11,,,,2.0,,,,,,,,,
1974-10-20,,,,,2.0,,,,,1.0,,4.0,
1974-10-21,,,,,,,,,,,,1.0,
1974-11-12,,,,,,,2.0,,,,,,
1974-11-13,,,,,,,1.0,,,,,,
1974-11-14,,,,,,,1.0,,,,,,
1974-11-16,,,,1.0,,,,,,,,,
1974-11-21,,,,1.0,,,4.0,,,,,,
1974-11-22,,,1.0,2.0,,,2.0,,,,,,
1974-11-25,,,,,,,2.0,,,,,,
1974-11-26,,,1.0,1.0,,1.0,3.0,1.0,1.0,,,2.0,
1974-11-27,,,1.0,,,,,,,,,1.0,
1974-11-28,,,5.0,,,,,,,1.0,,,
1974-11-29,,,,,,,,,,,,1.0,
1974-12-01,,,,,1.0,,,1.0,1.0,,,,
1974-12-02,1.0,1.0,10.0,3.0,3.0,3.0,,5.0,13.0,3.0,,2.0,1.0
1974-12-03,1.0,1.0,7.0,3.0,3.0,2.0,,3.0,10.0,2.0,,2.0,1.0
1974-12-04,1.0,1.0,7.0,3.0,3.0,1.0,,3.0,9.0,2.0,,2.0,1.0
1974-12-05,1.0,1.0,6.0,2.0,2.0,1.0,,2.0,8.0,,,2.0,
1974-12-06,1.0,1.0,5.0,1.0,2.0,,,2.0,8.0,,,2.0,
1974-12-07,,,5.0,1.0,1.0,,,2.0,7.0,,,1.0,
1974-12-08,,,5.0,,,,,,2.0,,,,
1974-12-09,1.0,1.0,4.0,1.0,,,,,1.0,,,,
1974-12-10,2.0,2.0,4.0,2.0,1.0,1.0,,,1.0,3.0,,2.0,
1974-12-11,,,4.0,2.0,,,,,1.0,2.0,,1.0,
1974-12-12,,,4.0,,,,,,,,,,
1974-12-13,,,3.0,,,,,,,,,,
1974-12-14,,,3.0,1.0,,,,,,,,,
1974-12-15,,,2.0,,,,,,,,,,
1974-12-16,1.0,1.0,2.0,5.0,,2.0,,,2.0,1.0,,1.0,
1974-12-17,1.0,1.0,2.0,5.0,,1.0,,,,2.0,,,
1974-12-18,,,3.0,5.0,4.0,1.0,,,,,,1.0,
1974-12-19,,,5.0,5.0,6.0,1.0,,1.0,1.0,2.0,,2.0,2.0
1974-12-20,1.0,1.0,3.0,5.0,5.0,1.0,,5.0,,1.0,,2.0,
1974-12-21,1.0,1.0,3.0,5.0,3.0,1.0,,,,1.0,,2.0,
1974-12-22,3.0,3.0,4.0,7.0,4.0,1.0,,1.0,,4.0,,4.0,
1974-12-23,3.0,3.0,4.0,8.0,3.0,1.0,,,,3.0,,,
1974-12-24,,,3.0,3.0,,,,,,,,,
1974-12-25,,,,2.0,1.0,,,,,,,,
1974-12-26,,,,2.0,1.0,,,,,1.0,,1.0,
1974-12-27,,,,2.0,1.0,,,,,1.0,,,
1974-12-28,,,,2.0,,,,,,1.0,,,
1974-12-29,,,,2.0,,,,,,,,,
1975-01-01,,,,,,,1.0,,,,,,
1975-01-02,1.0,1.0,,2.0,1.0,,1.0,,,2.0,,4.0,
1975-01-03,,,,1.0,1.0,,1.0,,,2.0,,3.0,
1975-01-04,1.0,1.0,,3.0,,,1.0,,,2.0,,2.0,
1975-01-05,2.0,2.0,,4.0,2.0,,2.0,,,2.0,,4.0,
1975-01-06,1.0,1.0,,3.0,1.0,,2.0,,,2.0,,3.0,
1975-01-07,1.0,1.0,,3.0,,,1.0,,,1.0,,3.0,
1975-01-08,1.0,1.0,,2.0,,,1.0,,,,,2.0,
1975-01-09,,,,1.0,,,1.0,,,,,,
1975-01-10,,,,,,,1.0,,,,,,
1975-01-13,,,8.0,1.0,1.0,3.0,6.0,,2.0,,,,5.0
1975-01-14,,,7.0,1.0,4.0,2.0,6.0,,2.0,,,,4.0
1975-01-15,,,7.0,1.0,7.0,2.0,7.0,,3.0,,,,3.0
1975-01-16,1.0,1.0,5.0,2.0,7.0,2.0,7.0,,3.0,1.0,,,3.0
1975-01-17,1.0,1.0,6.0,2.0,7.0,3.0,8.0,,3.0,2.0,,2.0,
1975-01-18,1.0,1.0,5.0,2.0,5.0,2.0,8.0,,2.0,3.0,,2.0,3.0
1975-01-19,2.0,2.0,5.0,5.0,2.0,2.0,10.0,1.0,,4.0,,3.0,1.0
1975-01-20,2.0,2.0,7.0,6.0,1.0,2.0,,1.0,3.0,5.0,,4.0,3.0
1975-01-21,2.0,2.0,7.0,5.0,1.0,2.0,,5.0,4.0,5.0,,4.0,2.0
1975-01-22,2.0,2.0,7.0,5.0,,2.0,11.0,,3.0,5.0,,4.0,2.0
1975-01-23,2.0,2.0,7.0,5.0,,2.0,11.0,,1.0,4.0,,4.0,1.0
1975-01-24,2.0,2.0,6.0,5.0,,2.0,10.0,,1.0,4.0,,3.0,1.0
1975-01-25,2.0,2.0,5.0,2.0,,1.0,7.0,,,3.0,,2.0,
1975-01-26,1.0,1.0,6.0,1.0,1.0,1.0,5.0,,,6.0,,2.0,
1975-01-27,2.0,2.0,7.0,1.0,2.0,1.0,5.0,,,6.0,,3.0,
1975-01-28,2.0,2.0,4.0,1.0,2.0,,4.0,,,5.0,,2.0,
1975-01-29,,,3.0,,,,1.0,,,,,1.0,
1975-01-31,,,5.0,,,1.0,4.0,,1.0,,,,2.0
1975-02-01,,,2.0,,,,,,,,,,1.0
1975-02-02,,,4.0,,,,,,,,,,2.0
1975-02-03,,,3.0,,,,,,,,,,1.0
1975-02-04,,,3.0,,,,,,,,,,1.0
1975-02-05,2.0,2.0,7.0,5.0,,3.0,,1.0,4.0,2.0,,2.0,1.0
1975-02-06,3.0,3.0,4.0,9.0,2.0,1.0,,1.0,,6.0,,4.0,
1975-02-07,4.0,4.0,5.0,10.0,3.0,2.0,,,2.0,6.0,,4.0,1.0
1975-02-08,3.0,3.0,5.0,10.0,3.0,2.0,,,1.0,6.0,,4.0,
1975-02-09,5.0,5.0,4.0,12.0,7.0,2.0,,4.0,3.0,8.0,,6.0,
1975-02-10,5.0,5.0,4.0,12.0,8.0,2.0,,3.0,3.0,8.0,,5.0,
1975-02-11,5.0,5.0,4.0,12.0,7.0,2.0,,3.0,2.0,7.0,,5.0,
1975-02-12,4.0,4.0,4.0,10.0,6.0,2.0,,4.0,2.0,7.0,,5.0,
1975-02-13,5.0,5.0,5.0,14.0,5.0,6.0,,4.0,6.0,9.0,,6.0,2.0
1975-02-14,5.0,5.0,4.0,12.0,5.0,5.0,,4.0,5.0,9.0,,6.0,
1975-02-15,4.0,4.0,4.0,11.0,5.0,4.0,,4.0,4.0,7.0,,5.0,
1975-02-16,4.0,4.0,4.0,9.0,2.0,3.0,,1.0,1.0,6.0,,5.0,
1975-02-17,3.0,3.0,4.0,6.0,2.0,1.0,,,,4.0,,3.0,
1975-02-18,2.0,2.0,3.0,3.0,,,,,,3.0,,1.0,
1975-02-19,,,,2.0,1.0,,,,,1.0,,,
1975-02-20,,,,2.0,1.0,,,,,1.0,,,
1975-02-21,,,,1.0,,,,,,1.0,,,
1975-02-25,,,,1.0,,,,,,,,,
1975-02-26,2.0,2.0,,4.0,,,,,,2.0,,2.0,
1975-02-27,,,,2.0,,,,,,1.0,,1.0,
1975-02-28,,,,1.0,,,,,,,,,
1975-03-01,,,1.0,1.0,,,,,,,,,
1975-03-03,1.0,1.0,3.0,,1.0,1.0,,1.0,1.0,2.0,,1.0,1.0
1975-03-04,2.0,2.0,4.0,2.0,,1.0,,1.0,2.0,2.0,,1.0,1.0
1975-03-05,,,2.0,1.0,,,,,,1.0,,,
1975-03-08,,,1.0,1.0,1.0,1.0,,,,2.0,,,1.0
1975-03-09,,,1.0,,,,,,,,,,
1975-03-11,,,2.0,,1.0,,,,1.0,1.0,,1.0,1.0
1975-03-14,,,,,,1.0,,,2.0,,,,
1975-03-15,4.0,4.0,2.0,3.0,7.0,2.0,,4.0,4.0,7.0,,7.0,
1975-03-16,3.0,3.0,1.0,2.0,4.0,1.0,,3.0,3.0,5.0,,5.0,
1975-03-17,2.0,2.0,,1.0,2.0,,,2.0,2.0,4.0,,3.0,
1975-03-18,,,,,,,,,,1.0,,1.0,
1975-03-26,1.0,1.0,1.0,1.0,,,,,,1.0,,1.0,
1975-03-30,,,,,,,,1.0,,,,,
1975-03-31,,,,,,,,,,4.0,,2.0,
1975-04-04,3.0,3.0,2.0,1.0,1.0,1.0,,,1.0,9.0,,3.0,1.0
1975-04-05,2.0,2.0,,2.0,,1.0,,,,8.0,,6.0,
1975-04-06,1.0,1.0,5.0,,,,,,,4.0,,4.0,
1975-04-07,,,,,,,,,,,,2.0,
1975-04-08,,,,,,,,,,,,1.0,
1975-11-14,,,,,,,1.0,,,,,,
1975-11-15,,,2.0,,,,2.0,,1.0,,,,1.0
1975-11-16,,,,,,,1.0,,,,,,
1975-11-26,,,,,,,1.0,,,1.0,,,
1975-11-27,,,,,,,,,,1.0,,1.0,
1975-12-02,,,,,2.0,,,,,,,,
1975-12-03,,,,,,,,,,,,2.0,
1975-12-04,1.0,1.0,,1.0,3.0,,,,,1.0,,7.0,
1975-12-05,,,,,1.0,,,,,,,4.0,
1975-12-09,1.0,1.0,,,,,,,,2.0,,1.0,
1975-12-10,2.0,2.0,,9.0,,,2.0,,,4.0,,1.0,
1975-12-11,3.0,3.0,,9.0,,,3.0,,,5.0,,1.0,
1975-12-12,2.0,2.0,,9.0,,,3.0,,,5.0,,2.0,
1975-12-13,,,,5.0,,,3.0,,,3.0,,2.0,
1975-12-14,,,,2.0,,,1.0,,,2.0,,,
1975-12-18,,,,,,,1.0,,,1.0,,1.0,
1975-12-19,,,1.0,,,,2.0,1.0,,2.0,,4.0,
1975-12-20,1.0,1.0,1.0,1.0,8.0,,2.0,1.0,,5.0,,5.0,
1975-12-21,4.0,4.0,1.0,4.0,9.0,,2.0,2.0,1.0,7.0,,11.0,
1975-12-22,4.0,4.0,1.0,4.0,7.0,,3.0,2.0,1.0,6.0,,7.0,1.0
1975-12-23,4.0,4.0,1.0,5.0,4.0,,3.0,2.0,1.0,6.0,,8.0,
1975-12-24,3.0,3.0,2.0,4.0,4.0,,4.0,3.0,1.0,6.0,,7.0,
1975-12-25,3.0,3.0,2.0,4.0,3.0,,4.0,2.0,,6.0,,6.0,
1975-12-26,3.0,3.0,2.0,5.0,3.0,,6.0,,,7.0,,7.0,
1975-12-27,2.0,2.0,2.0,3.0,2.0,,4.0,,,4.0,,5.0,
1975-12-28,3.0,3.0,2.0,3.0,2.0,,4.0,,,4.0,,5.0,
1975-12-29,2.0,2.0,2.0,3.0,2.0,,5.0,,,4.0,,5.0,
1975-12-30,2.0,2.0,,2.0,1.0,,4.0,,,3.0,,5.0,
1975-12-31,1.0,1.0,,1.0,,,,,,2.0,,3.0,
1976-01-01,,,1.0,,,,2.0,,,1.0,,3.0,
1976-01-02,,,1.0,,,,2.0,,,1.0,,2.0,
1976-01-03,,,,,1.0,,1.0,,,,,2.0,
1976-01-04,1.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,2.0,,3.0,
1976-01-05,1.0,1.0,1.0,1.0,5.0,1.0,2.0,,1.0,4.0,,8.0,
1976-01-06,1.0,1.0,1.0,1.0,6.0,1.0,2.0,,,3.0,,6.0,
1976-01-07,1.0,1.0,1.0,1.0,5.0,,2.0,,,3.0,,6.0,
1976-01-08,8.0,8.0,2.0,9.0,7.0,4.0,7.0,5.0,7.0,8.0,,8.0,4.0
1976-01-09,8.0,8.0,3.0,10.0,8.0,4.0,8.0,5.0,8.0,8.0,,8.0,5.0
1976-01-10,8.0,8.0,3.0,10.0,9.0,4.0,8.0,4.0,7.0,8.0,,8.0,4.0
1976-01-11,8.0,8.0,2.0,8.0,10.0,4.0,8.0,5.0,6.0,8.0,,10.0,4.0
1976-01-12,10.0,10.0,2.0,13.0,11.0,5.0,10.0,7.0,6.0,9.0,,11.0,3.0
1976-01-13,9.0,9.0,2.0,13.0,9.0,5.0,10.0,5.0,5.0,9.0,,11.0,2.0
1976-01-14,6.0,6.0,1.0,9.0,5.0,2.0,6.0,2.0,2.0,6.0,,9.0,
1976-01-15,6.0,6.0,1.0,9.0,5.0,1.0,6.0,2.0,2.0,8.0,,10.0,
1976-01-16,7.0,7.0,1.0,9.0,5.0,1.0,7.0,2.0,1.0,9.0,,10.0,
1976-01-17,8.0,8.0,2.0,10.0,5.0,1.0,8.0,3.0,1.0,9.0,,11.0,
1976-01-18,8.0,8.0,2.0,10.0,5.0,1.0,8.0,3.0,1.0,9.0,,11.0,
1976-01-19,8.0,8.0,1.0,10.0,5.0,1.0,8.0,3.0,1.0,8.0,,11.0,
1976-01-20,10.0,10.0,1.0,11.0,6.0,1.0,8.0,4.0,2.0,11.0,,12.0,
1976-01-21,9.0,9.0,2.0,11.0,6.0,2.0,9.0,3.0,2.0,11.0,,11.0,
1976-01-22,12.0,12.0,7.0,15.0,6.0,5.0,14.0,5.0,5.0,15.0,,15.0,2.0
1976-01-23,10.0,10.0,5.0,15.0,7.0,6.0,17.0,5.0,4.0,15.0,,15.0,3.0
1976-01-24,10.0,10.0,4.0,15.0,9.0,6.0,12.0,4.0,3.0,15.0,,14.0,
1976-01-25,8.0,8.0,,12.0,9.0,2.0,9.0,2.0,,12.0,,13.0,
1976-01-26,6.0,6.0,,6.0,2.0,,7.0,,,9.0,,9.0,
1976-01-27,4.0,4.0,,2.0,2.0,,5.0,,1.0,7.0,,5.0,1.0
1976-01-28,6.0,6.0,6.0,10.0,1.0,5.0,12.0,,3.0,8.0,,6.0,6.0
1976-01-29,6.0,6.0,4.0,10.0,1.0,5.0,10.0,,2.0,8.0,,6.0,2.0
1976-01-30,6.0,6.0,5.0,10.0,1.0,5.0,11.0,1.0,2.0,8.0,,6.0,1.0
1976-01-31,6.0,6.0,6.0,9.0,1.0,5.0,13.0,1.0,2.0,8.0,,6.0,2.0
1976-02-01,6.0,6.0,5.0,9.0,1.0,5.0,13.0,1.0,2.0,7.0,,4.0,1.0
1976-02-02,5.0,5.0,4.0,8.0,1.0,3.0,12.0,2.0,2.0,7.0,,4.0,1.0
1976-02-03,5.0,5.0,4.0,8.0,1.0,3.0,12.0,,2.0,7.0,,4.0,1.0
1976-02-04,5.0,5.0,3.0,8.0,1.0,3.0,12.0,,1.0,6.0,,4.0,
1976-02-05,4.0,4.0,2.0,7.0,,2.0,12.0,,1.0,6.0,,4.0,
1976-02-06,10.0,10.0,2.0,15.0,3.0,4.0,11.0,6.0,2.0,12.0,,8.0,
1976-02-07,11.0,11.0,4.0,15.0,3.0,4.0,12.0,6.0,1.0,14.0,,9.0,
1976-02-08,9.0,9.0,4.0,15.0,3.0,4.0,12.0,5.0,1.0,14.0,,7.0,
1976-02-09,11.0,11.0,5.0,16.0,4.0,5.0,15.0,5.0,2.0,16.0,,8.0,2.0
1976-02-10,9.0,9.0,4.0,13.0,2.0,4.0,14.0,3.0,2.0,14.0,,7.0,1.0
1976-02-11,6.0,6.0,1.0,5.0,,2.0,13.0,,,7.0,,2.0,
1976-02-12,5.0,5.0,,5.0,,1.0,13.0,,,6.0,,3.0,
1976-02-13,4.0,4.0,,2.0,,1.0,6.0,,,5.0,,1.0,
1976-02-14,3.0,3.0,,2.0,,,5.0,,,4.0,,,
1976-02-15,3.0,3.0,,1.0,,,5.0,,,4.0,,,
1976-02-16,2.0,2.0,,,,,1.0,,,,,,
1976-02-17,1.0,1.0,,,,,,,,,,,
1976-02-20,,,,,1.0,,,,,,,,
1976-02-23,,,1.0,,,,,,,,,,
1976-03-08,,,,,,,,,,,,1.0,
1976-03-09,,,1.0,,,,1.0,,,,,,
1976-03-10,,,3.0,1.0,,2.0,4.0,,,,,,2.0
1976-03-11,,,,1.0,,,4.0,,,,,,
1976-03-12,,,,,,,2.0,,,,,,
1976-03-14,,,1.0,,,,1.0,,,,,,
1976-03-16,1.0,1.0,,,,,,,,,,,
1976-03-17,,,2.0,4.0,4.0,4.0,6.0,3.0,2.0,4.0,,6.0,1.0
1976-03-18,,,1.0,4.0,3.0,2.0,6.0,2.0,1.0,4.0,,6.0,
1976-03-19,,,,1.0,,,3.0,,,1.0,,3.0,
1976-04-02,,,,1.0,,,4.0,,,,,,
1976-04-03,,,,,,,5.0,,,,,,
1976-10-22,,,,,,,,,,1.0,,2.0,
1976-11-08,2.0,2.0,2.0,2.0,3.0,,1.0,1.0,1.0,4.0,,3.0,1.0
1976-11-09,,,1.0,3.0,1.0,,1.0,,1.0,4.0,,4.0,1.0
1976-11-10,,,,3.0,,,,,,2.0,,2.0,
1976-11-11,1.0,1.0,,1.0,1.0,,,,,2.0,,4.0,
1976-11-12,,,1.0,1.0,1.0,,,,,1.0,,2.0,
1976-11-13,,,,,2.0,,,,,,,4.0,
1976-11-14,,,,,,,,,,,,1.0,
1976-11-21,,,,,1.0,,,,,,,,
1976-11-22,,,3.0,1.0,3.0,1.0,2.0,,1.0,1.0,,1.0,1.0
1976-11-23,1.0,1.0,3.0,1.0,2.0,1.0,2.0,,,3.0,,6.0,
1976-11-24,,,2.0,2.0,3.0,1.0,2.0,,,2.0,,4.0,
1976-11-25,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,,3.0,
1976-11-29,2.0,2.0,,3.0,3.0,2.0,1.0,3.0,2.0,,,3.0,1.0
1976-11-30,3.0,3.0,1.0,3.0,17.0,2.0,3.0,2.0,2.0,,,4.0,1.0
1976-12-01,,,1.0,3.0,14.0,1.0,3.0,2.0,2.0,2.0,,3.0,1.0
1976-12-02,4.0,4.0,1.0,7.0,8.0,3.0,4.0,2.0,3.0,2.0,,3.0,2.0
1976-12-03,5.0,5.0,2.0,8.0,11.0,3.0,5.0,2.0,3.0,2.0,,3.0,2.0
1976-12-04,,,1.0,8.0,10.0,3.0,5.0,1.0,3.0,2.0,,4.0,2.0
1976-12-05,,,1.0,7.0,10.0,3.0,6.0,1.0,3.0,2.0,,4.0,1.0
1976-12-06,,,,5.0,8.0,3.0,6.0,1.0,2.0,2.0,,3.0,1.0
1976-12-07,2.0,2.0,,5.0,2.0,,4.0,,,2.0,,4.0,
1976-12-08,2.0,2.0,,5.0,2.0,,4.0,,,2.0,,3.0,
1976-12-09,2.0,2.0,,5.0,6.0,,4.0,,,5.0,,4.0,
1976-12-10,2.0,2.0,,4.0,4.0,,4.0,,,4.0,,4.0,
1976-12-11,,,,1.0,1.0,,2.0,,,,,,
1976-12-13,,,,,,,,1.0,,,,4.0,
1976-12-14,,,,,1.0,,,,,,,3.0,
1976-12-15,,,,,,,,,,,,2.0,
1976-12-16,,,,,,,,,,,,2.0,
1976-12-17,,,,,1.0,1.0,,,,,,2.0,
1976-12-18,1.0,1.0,,1.0,1.0,1.0,,,,2.0,,5.0,
1976-12-19,1.0,1.0,,1.0,,1.0,,,,2.0,,4.0,
1976-12-20,,,,,,,,,,,,1.0,
1976-12-21,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,,1.0,3.0
1976-12-22,2.0,2.0,1.0,4.0,,2.0,2.0,2.0,1.0,3.0,,2.0,2.0
1976-12-23,2.0,2.0,1.0,4.0,,1.0,2.0,2.0,1.0,4.0,,1.0,2.0
1976-12-24,3.0,3.0,2.0,5.0,1.0,3.0,5.0,2.0,1.0,4.0,,3.0,2.0
1976-12-25,3.0,3.0,1.0,4.0,1.0,2.0,5.0,2.0,1.0,4.0,,2.0,1.0
1976-12-26,5.0,5.0,3.0,7.0,,4.0,8.0,3.0,1.0,6.0,,3.0,
1976-12-27,5.0,5.0,7.0,7.0,2.0,5.0,13.0,4.0,3.0,7.0,,5.0,4.0
