,temperature
January,10.82795385412392
February,13.217987472946483
March,16.397114109350003
April,19.990059105131085
May,24.58493371911892
June,28.53084749788244
July,31.817121351085135
August,31.268100223024327
September,27.02146746661486
October,20.563839061843247
November,14.99391462996487
December,11.574336696310269
