,temperature
January,24.1304626465
February,23.6132507324
March,23.4222106934
April,23.6183776855
May,24.1729125977
June,24.8467407227
July,25.9393005371
August,27.1847229004
September,27.7518310547
October,27.564666748
November,26.6148986816
December,25.2020263672
