,temperature
January,26.19152396068571
February,27.16830008371429
March,27.79605102538571
April,27.65819004605714
May,26.7401123047
June,25.953007289342857
July,25.774876185814286
August,25.160191127242857
September,25.299303327300002
October,25.455788748599996
November,25.02607073101429
December,25.361694335942854
