,temperature
January,4.449406941738334
February,7.117772420252166
March,12.206171671547333
April,17.392450968418334
May,19.293904622383334
June,19.193476359033333
July,19.2515411377
August,18.451761881516664
September,15.995590209963334
October,12.375493367516667
November,7.784708658846167
December,4.272206624351665
