,temperature
January,8.63433837891
February,8.66549682617
March,9.67419433594
April,12.1560668945
May,15.5284118652
June,20.1656188965
July,23.6901245117
August,23.6018066406
September,20.3056335449
October,15.8058776855
November,12.2304992676
December,10.3088989258
