,temperature
January,21.698280334475
February,22.01762390135
March,20.77576446535
April,18.9028015137
May,15.9169921875
June,13.668510436992499
July,13.80781555175
August,16.4923477173
September,19.1211013794
October,20.291770935025
November,19.942955017075
December,20.9732437134
