,temperature
January,12.4208374023
February,13.0350189209
March,11.7185821533
April,9.021118164065001
May,6.872421264650001
June,5.09718322754
July,3.9641265869149995
August,4.11045837402
September,5.069519042965
October,6.315536499025001
November,8.21376037598
December,10.80690002445
