,temperature
January,24.980964073757697
February,24.950620211088463
March,25.942156278169236
April,27.474537776057687
May,28.406661987296157
June,28.390715378980772
July,27.98604759802693
August,27.947652963496147
September,28.112025334292312
October,27.700141319857696
November,27.00776085486154
December,25.92640568660385
