,temperature
January,13.7314453125
February,13.2730102539
March,14.2671813965
April,15.6850585938
May,18.5050964355
June,21.8565368652
July,25.2038879395
August,25.7511291504
September,23.2752380371
October,19.6143493652
November,16.6204223633
December,14.8988342285
