,temperature
January,3.20785522461
February,2.3171081543
March,3.32232666016
April,5.76132202148
May,8.7516784668
June,12.6579284668
July,14.4847717285
August,14.2647094727
September,12.3367614746
October,9.3723449707
November,6.0944519043
December,4.29275512695
