,temperature
January,24.1325378418
February,23.4277038574
March,23.0791320801
April,23.4195861816
May,24.4893798828
June,25.2889099121
July,26.1368408203
August,27.0507507324
September,27.3924255371
October,27.1962280273
November,26.2590942383
December,25.0930480957
