,temperature
January,17.889122962955216
February,21.201300621035003
March,24.62942600250875
April,26.951774597165613
May,26.6593694686875
June,25.240636825565623
July,24.780265808112496
August,24.401116371159375
September,22.470516204825
October,21.044353485110005
November,19.711532592775317
December,16.869333267216877
