,temperature
January,24.054244995100003
February,25.140892028775003
March,25.4703826904
April,25.472221374525
May,25.17516326905
June,24.314277648925
July,24.32069396975
August,24.301803588875003
September,24.385246276849998
October,24.5083465576
November,24.250183105475
December,23.647056579599997
