,temperature
January,4.51974487305
February,3.78552246094
March,4.89886474609
April,7.91510009766
May,10.7061767578
June,15.0568847656
July,17.5250244141
August,17.6164550781
September,14.9959411621
October,10.4936218262
November,6.96273803711
December,5.4267578125
