,temperature
January,-11.833085378015001
February,-9.16654332478475
March,-4.455635070804167
April,0.6382751464849998
May,7.26803080242
June,13.511538187673333
July,16.970733642578335
August,15.163976033522502
September,9.791773478185
October,2.32014211018935
November,-5.530497233077999
December,-9.916491190606333
