,temperature
January,24.8840637207
February,24.929107666
March,25.8631286621
April,27.2997741699
May,28.0716247559
June,27.6842956543
July,27.2026062012
August,27.259185791
September,27.4854431152
October,27.4030456543
November,27.0667114258
December,25.8577880859
