,temperature
January,22.8208211263
February,24.513488769533335
March,27.707743326833334
April,30.359354654933338
May,32.231638590500005
June,33.05708821613333
July,31.752248128233333
August,31.278299967433338
September,32.60106404623333
October,29.27706909183333
November,25.537648518866664
December,23.3751525879
