,temperature
January,26.2712402344
February,25.5784912109
March,25.7493896484
April,26.397064209
May,27.2073669434
June,28.0766296387
July,28.7508239746
August,29.0342712402
September,29.0335388184
October,28.8968505859
November,28.3475646973
December,27.285736084
