,temperature
January,26.42274475099
February,26.75005493163
March,27.284841918940003
April,27.323550415039996
May,26.040231323240004
June,24.761459350580004
July,25.133743286139996
August,29.57016296385
September,30.918182373040004
October,30.61652221681
November,29.756832885749997
December,27.771530151360004
