,temperature
January,7.9239054362006
February,7.380336507159493
March,8.738406372068201
April,11.225385538735333
May,14.801372273758336
June,19.43098144531333
July,22.963995361336664
August,22.652465820313335
September,19.302739461263336
October,14.400684611005335
November,11.274266560870668
December,9.499609374994934
