,temperature
January,-0.180450439453
February,-0.765533447266
March,1.20684814453
April,5.01480102539
May,8.54489135742
June,13.2403869629
July,15.5061645508
August,14.2850341797
September,11.3558044434
October,6.46139526367
November,3.71252441406
December,1.67587280273
