,temperature
January,26.455818783921682
February,26.19107123180842
March,25.604044551344657
April,24.790180577643813
May,24.1319919012283
June,23.99745002679068
July,25.05073776920177
August,27.257599552119014
September,29.197043764905754
October,30.110697113307094
November,29.597912678680075
December,27.333019425384524
