,temperature
January,20.074014143509096
February,22.912544944070454
March,25.950202941900002
April,28.40573397549091
May,29.49212022261364
June,28.998544172799996
July,29.824620333575
August,29.368627374820463
September,28.16226543080228
October,26.05538662997727
November,23.129746870561366
December,20.357859524809097
