,temperature
January,17.872520446775
February,18.05588531495
March,16.858078002950002
April,14.672065734875
May,11.0259704589775
June,8.70921325684
July,8.990570068337501
August,11.8196945190425
September,14.831809997575
October,16.149917602525
November,16.2213745117
December,17.485801696800003
