,temperature
January,27.924621582
February,27.544342041
March,27.6081542969
April,27.9381408691
May,28.4795837402
June,28.9119873047
July,29.0360717773
August,28.9477844238
September,28.9847106934
October,28.8092041016
November,28.7707824707
December,28.4970397949
