,temperature
January,14.0514526367
February,17.1638793945
March,22.1148681641
April,26.6841430664
May,32.1461486816
June,38.1753540039
July,40.5373535156
August,39.6342163086
September,35.2124633789
October,28.4098205566
November,20.5592956543
December,15.747833252
