,temperature
January,26.660657610214287
February,26.23130144392857
March,26.36411830355714
April,26.934204101571428
May,27.636557442785712
June,28.247772216814287
July,28.621167864128573
August,28.774566650385715
September,28.77818080355714
October,28.529248918799997
November,28.12604195731429
December,27.40126691547143
