,temperature
January,-2.779437255858
February,-1.6138122558602
March,2.335021972655
April,6.161657714841999
May,11.685760498048
June,17.10828857422
July,22.72538452148
August,22.513250732419998
September,16.05703125002
October,8.34534301758
November,1.7166320800799997
December,-1.2398010253908
