,temperature
January,19.47274780275
February,22.33222045899
March,26.32593383789
April,29.63016052246
May,30.102038574209995
June,28.29716186523
July,27.482205200199996
August,26.86468200683
September,25.000860595699997
October,23.35569152832
November,21.720520019520006
December,19.124279785160002
