,temperature
January,22.45675824138649
February,24.319949588259462
March,26.091509844808108
April,26.627809266778378
May,25.32081727723244
June,24.314679944840538
July,23.530828527508106
August,23.776458740232435
September,24.666405755118923
October,23.321131525821613
November,21.507682181691894
December,21.3172665157919
