,temperature
January,27.4473876953
February,27.545715332
March,27.8832397461
April,27.9316101074
May,26.8061218262
June,25.4996337891
July,24.4862976074
August,24.089263916
September,24.3090820312
October,25.1295776367
November,26.3248291016
December,27.2685852051
