,temperature
January,22.768330891929168
February,22.74261601765416
March,22.129470825187497
April,21.369262695308333
May,18.564165751133334
June,16.095989227291668
July,16.483556111645836
August,19.60900497435833
September,23.572631835933336
October,26.432219187424995
November,25.090232849116664
December,23.371995290120832
