,temperature
January,6.82568359375
February,7.56826782227
March,10.7585144043
April,14.4931640625
May,19.4426269531
June,23.5686035156
July,28.4920959473
August,28.4153747559
September,23.8965148926
October,17.8041687012
November,10.9154052734
December,8.21728515625
