,temperature
January,25.9295654297
February,25.15992736815
March,25.34008789065
April,26.08013916015
May,26.963699340799998
June,27.890457153299998
July,28.67127990725
August,29.0423736572
September,29.014816284200002
October,28.85525512695
November,28.144897460899998
December,26.98588562015
