,temperature
January,25.0548706055
February,24.1849365234
March,24.4957275391
April,25.4853515625
May,26.934753418
June,27.9816589355
July,29.0276184082
August,29.548248291
September,29.3010559082
October,28.4204406738
November,27.209564209
December,26.1797790527
