,temperature
January,24.0771179199
February,24.0321655273
March,24.330291748
April,24.9236755371
May,25.4973754883
June,26.0937194824
July,27.3232116699
August,28.1047973633
September,27.7303161621
October,27.017791748
November,26.2794494629
December,24.9789733887
