,temperature
January,28.49154663085
February,28.8998260498
March,28.853515625
April,28.741760253899997
May,28.0565948486
June,27.221130371100003
July,26.50457763675
August,26.2964477539
September,26.60942077635
October,27.0823059082
November,27.520095825200002
December,28.039398193350003
