,temperature
January,-8.890638351439495
February,-6.143832959627039
March,-0.5054913571006898
April,6.119387676841774
May,12.397343384591377
June,17.023729826275492
July,19.096328434189896
August,16.97164876837674
September,12.146141654561788
October,5.66892734326906
November,-1.6911103599958615
December,-7.691759059303829
