,temperature
January,-29.07381878728631
February,-28.11293444426291
March,-26.85102927166479
April,-20.96536818794457
May,-11.29610783120919
June,-3.3484757464877664
July,-0.9621709740681238
August,-4.694875302522599
September,-11.912290573119202
October,-18.231520279594637
November,-23.36991874031267
December,-27.79233335411984
