,temperature
January,14.054901123
February,16.9423217773
March,22.5493164062
April,26.3210144043
May,32.3707580566
June,37.8795776367
July,40.3628845215
August,39.8526000977
September,35.4618225098
October,28.1318054199
November,20.7312316895
December,15.8589172363
