,temperature
January,26.17762756348
February,26.5579345703
March,26.958084106450002
April,26.77467956543
May,25.727578735359998
June,24.40391845703
July,25.065441894519996
August,29.415298461910005
September,30.755548095690006
October,30.554959106449996
November,29.58498535155
December,27.63315429688
