,temperature
January,26.07397460935
February,27.90545654295
March,30.4632873535
April,31.8679046631
May,30.6449737549
June,28.18103027345
July,26.99295043945
August,26.41839599605
September,26.354248046850003
October,26.42904663085
November,27.4069213867
December,26.559173584
