,temperature
January,14.308607690127564
February,15.179741753474078
March,17.79731882354247
April,21.10901331018642
May,23.79973423333951
June,25.80588258343088
July,26.983934190539514
August,26.98932675962222
September,24.91903535819013
October,21.14121086214198
November,17.613832450209763
December,14.825284981429025
