,temperature
January,18.0713806152
February,17.2192077637
March,17.1939697266
April,18.0053405762
May,20.0858764648
June,23.0789489746
July,25.5788879395
August,26.7515258789
September,26.1574401855
October,24.4182128906
November,21.6399841309
December,19.1532592773
