,temperature
January,23.183671431118185
February,22.69075428356363
March,23.706845370218183
April,25.148884166372728
May,26.687011718754544
June,28.234033757990904
July,29.298570112745452
August,29.68773581765455
September,29.075281316599998
October,27.3889798251
November,25.814239501954546
December,24.29919988459091
