,temperature
January,4.0370471191408
February,3.7038244628899997
March,4.1359704589836
April,5.970987548828
May,9.0522363281228
June,12.469628906252002
July,14.613645019527999
August,14.683356933595999
September,12.732872314459998
October,9.3714709472648
November,6.925432128905199
December,4.6737036132808
