,temperature
January,26.57133483885
February,27.143173217799998
March,27.135192871100003
April,26.1839904785
May,24.310531616200002
June,22.5266876221
July,21.3517456055
August,21.0393066406
September,21.1628112793
October,22.1584777832
November,23.6276702881
December,25.351989746100003
