,temperature
January,0.7658487955731667
February,0.9744567871086
March,2.0941060384116663
April,4.860438028971667
May,9.035858154298333
June,12.759307861316666
July,15.375152587883335
August,15.4011993408
September,12.635126749683332
October,8.109786987303332
November,4.636144002280001
December,1.6837259928381665
