,temperature
January,0.8639498623938183
February,2.662536621093446
March,4.979791814629363
April,8.499644886359091
May,12.542341752471817
June,17.8027787642
July,22.545854048290906
August,21.83128218217273
September,16.7447454279
October,10.899885697794547
November,5.94606434216
December,3.514149058951636
