,temperature
January,11.372488168565383
February,12.79513315053846
March,14.949927696807691
April,17.191873403700004
May,21.023399939915382
June,24.981557992792304
July,28.580207237846157
August,28.108501727761542
September,24.199507493223074
October,19.74978872446154
November,15.652538593
December,12.690868671115386
