,temperature
January,26.2992858887
February,26.4613342285
March,26.610168457
April,26.7146911621
May,26.9069213867
June,26.7372436523
July,25.8944702148
August,25.2907104492
September,25.252746582
October,25.4219970703
November,25.6214294434
December,25.9880981445
