,temperature
January,2.72006225586
February,2.72146606445
March,3.80477905273
April,6.51034545898
May,10.5634765625
June,14.1780700684
July,16.3937072754
August,16.2272338867
September,13.7682189941
October,9.46578979492
November,6.16311645508
December,3.33309936523
