,temperature
January,25.9833068848
February,25.5712585449
March,25.6301574707
April,26.1626586914
May,26.9099731445
June,27.8704528809
July,28.494720459
August,28.8309020996
September,28.8430786133
October,28.7348937988
November,28.0107116699
December,27.0280456543
