,temperature
January,24.4107666016
February,25.38174438475
March,25.3624572754
April,24.36880493165
May,22.43768310545
June,20.920837402350003
July,19.8576049805
August,18.96755981445
September,18.979019165049998
October,19.6083526611
November,20.9272918701
December,22.88166809085
