,temperature
January,-2.0355331420859
February,0.41916605631385323
March,5.660231526692333
April,10.872113037108797
May,17.14541320801323
June,24.072061157224176
July,25.468849690753675
August,23.862286376948667
September,18.961537679037
October,10.860575358068798
November,3.1886789957631327
December,-0.8585362752242001
