,temperature
January,-8.595214442204087
February,-6.196507052370306
March,-0.48230567731462815
April,6.25038929989565
May,12.370055951567753
June,16.971955449959047
July,18.978671726426807
August,17.045947727402567
September,12.478221491762037
October,5.631034549913685
November,-2.2580738569564254
December,-7.9764759666063165
