,temperature
January,24.2493591309
February,23.7666015625
March,23.7021484375
April,23.9307250977
May,24.4887390137
June,25.2386169434
July,26.3935852051
August,27.5964050293
September,28.0660705566
October,27.6684265137
November,26.7156982422
December,25.3854370117
