,temperature
January,18.232349102315386
February,20.81284430088462
March,24.036562406102565
April,26.994924692007682
May,28.995197785202564
June,30.443917298928202
July,31.244596041166663
August,31.123400565905133
September,29.305104573574354
October,26.514672695056415
November,22.59033046625128
December,18.915841127051284
