,temperature
January,10.249053955085
February,11.732131958010001
March,14.839920043900001
April,17.713790893549998
May,21.5902862549
June,25.26354980465
July,29.76370239255
August,29.96047973635
September,26.10673522945
October,21.621963501
November,16.20472717285
December,12.22177124025
