,temperature
January,27.4034118652
February,27.6188964844
March,28.054901123
April,28.1011352539
May,27.0930480957
June,25.6194458008
July,24.5966491699
August,24.1723327637
September,24.2400817871
October,24.7678527832
November,25.8227844238
December,26.9664916992
