,temperature
January,21.461324637274288
February,22.339796665725714
March,22.96540352957714
April,22.508087158208568
May,21.090059116902857
June,20.036213902065715
July,20.41136648995714
August,21.527056884762857
September,22.52063424247143
October,23.307293701174284
November,22.948580496654287
December,21.50555507114571
