,temperature
January,0.6436716715491667
February,-0.14820098876871668
March,0.3539377848308332
April,3.336489359536666
May,8.468345642090833
June,12.936172485358334
July,15.572807312025004
August,14.583618164058334
September,11.7573852539025
October,8.458730061849167
November,5.5568033854175
December,1.3202972412125
