,temperature
January,7.739817301429298
February,7.829551188153767
March,8.6980957031249
April,10.868320719395667
May,14.84906717936033
June,19.04037373860333
July,22.985264078776666
August,22.908891805006668
September,19.63201090495667
October,15.265679931634663
November,11.837149047847332
December,8.902643839519934
